Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
11-04-2021,Sikkim,101795,101795,15376,54514,47269,117171
12-04-2021,Sikkim,109886,109886,15945,58712,51160,125831
13-04-2021,Sikkim,118962,118962,16493,63554,55393,135455
14-04-2021,Sikkim,124532,124532,17245,66641,57875,141777
15-04-2021,Sikkim,130118,130118,18437,69669,60433,148555
16-04-2021,Sikkim,135490,135490,19751,72614,62859,155241
17-04-2021,Sikkim,139394,139394,20729,74811,64566,160123
18-04-2021,Sikkim,140119,140119,20939,75242,64859,161058
19-04-2021,Sikkim,143952,143952,22657,77319,66615,166609
20-04-2021,Sikkim,146868,146868,24255,78909,67938,171123
21-04-2021,Sikkim,147787,147787,24678,79409,68357,172465
22-04-2021,Sikkim,149886,149886,27276,80504,69361,177162
23-04-2021,Sikkim,152278,152278,30343,81780,70477,182621
24-04-2021,Sikkim,153579,153579,31870,82518,71040,185449
25-04-2021,Sikkim,153939,153939,31956,82716,71202,185895
26-04-2021,Sikkim,155696,155696,34257,83649,72026,189953
27-04-2021,Sikkim,157168,157168,36666,84481,72666,193834
28-04-2021,Sikkim,158440,158440,38479,85196,73223,196919
29-04-2021,Sikkim,159827,159827,40759,85982,73824,200586
30-04-2021,Sikkim,161083,161083,42883,86706,74356,203966
01-05-2021,Sikkim,161364,161364,43596,86858,74485,204960
02-05-2021,Sikkim,161376,161376,43614,86866,74489,204990
03-05-2021,Sikkim,162016,162016,45738,87204,74791,207754
04-05-2021,Sikkim,162666,162666,47615,87549,75096,210281
05-05-2021,Sikkim,163194,163194,49494,87847,75326,212688
06-05-2021,Sikkim,164073,164073,51383,88344,75708,215456
07-05-2021,Sikkim,164598,164598,53770,88646,75931,218368
08-05-2021,Sikkim,164772,164772,54369,88741,76010,219141
09-05-2021,Sikkim,164805,164805,54507,88758,76026,219312
10-05-2021,Sikkim,165201,165201,56047,88980,76199,221248
11-05-2021,Sikkim,165440,165440,57008,89096,76322,222448
12-05-2021,Sikkim,165669,165669,57485,89228,76419,223154
13-05-2021,Sikkim,165948,165948,59036,89398,76528,224984
14-05-2021,Sikkim,166119,166119,59583,89488,76609,225702
15-05-2021,Sikkim,166200,166200,59594,89534,76644,225794
16-05-2021,Sikkim,166562,166562,59594,89701,76839,226156
17-05-2021,Sikkim,167276,167276,59615,90080,77174,226891
18-05-2021,Sikkim,168003,168003,59619,90466,77515,227622
19-05-2021,Sikkim,169488,169488,59619,91303,78163,229107
20-05-2021,Sikkim,171357,171357,59623,92359,78976,230980
21-05-2021,Sikkim,173083,173083,59635,93293,79766,232718
22-05-2021,Sikkim,174666,174666,59637,94145,80496,234303
23-05-2021,Sikkim,174666,174666,59637,94145,80496,234303
24-05-2021,Sikkim,175956,175956,59637,94852,81078,235593
25-05-2021,Sikkim,177233,177233,59641,95576,81631,236874
26-05-2021,Sikkim,178318,178318,59641,96163,82129,237959
27-05-2021,Sikkim,179072,179072,59643,96551,82494,238715
28-05-2021,Sikkim,179180,179180,59648,96612,82541,238828
29-05-2021,Sikkim,179238,179238,59653,96647,82564,238891
30-05-2021,Sikkim,179238,179238,59653,96647,82564,238891
31-05-2021,Sikkim,179322,179322,59661,96695,82600,238983
01-06-2021,Sikkim,179370,179370,59673,96724,82619,239043
02-06-2021,Sikkim,179483,179483,59691,96766,82690,239174
03-06-2021,Sikkim,179658,179658,59697,96843,82788,239355
04-06-2021,Sikkim,179835,179835,59713,96897,82911,239548
05-06-2021,Sikkim,179914,179914,59714,96905,82982,239628
06-06-2021,Sikkim,180065,180065,59714,96907,83131,239779
07-06-2021,Sikkim,180310,180310,59726,96981,83302,240036
16-01-2021,Tamil Nadu,1167,1167,0,622,545,1167
17-01-2021,Tamil Nadu,1745,1745,0,986,759,1745
18-01-2021,Tamil Nadu,2861,2861,0,1623,1238,2861
19-01-2021,Tamil Nadu,6154,6154,0,3106,3047,6154
20-01-2021,Tamil Nadu,9060,9060,0,4415,4644,9060
21-01-2021,Tamil Nadu,15654,15654,0,7117,8535,15654
22-01-2021,Tamil Nadu,23659,23659,0,10156,13501,23659
23-01-2021,Tamil Nadu,31127,31127,0,12969,18156,31127
24-01-2021,Tamil Nadu,35144,35144,0,14515,20627,35144
25-01-2021,Tamil Nadu,41396,41396,0,16981,24413,41396
26-01-2021,Tamil Nadu,46310,46310,0,18840,27468,46310
27-01-2021,Tamil Nadu,54195,54195,0,21749,32443,54195
28-01-2021,Tamil Nadu,61290,61290,0,24459,36828,61290
29-01-2021,Tamil Nadu,66918,66918,0,26589,40326,66918
30-01-2021,Tamil Nadu,76934,76934,0,30095,46835,76934
31-01-2021,Tamil Nadu,77809,77809,0,30421,47384,77809
01-02-2021,Tamil Nadu,85002,85002,0,33125,51872,85002
02-02-2021,Tamil Nadu,91094,91094,0,35237,55848,91094
03-02-2021,Tamil Nadu,98750,98750,0,37955,60786,98750
04-02-2021,Tamil Nadu,107904,107904,0,41292,66602,107904
05-02-2021,Tamil Nadu,116857,116857,0,44626,72221,116857
06-02-2021,Tamil Nadu,126381,126381,0,48140,78231,126381
07-02-2021,Tamil Nadu,127289,127289,0,48498,78781,127289
08-02-2021,Tamil Nadu,139024,139024,0,53116,85898,139024
09-02-2021,Tamil Nadu,150915,150915,0,58479,92426,150915
10-02-2021,Tamil Nadu,162412,162412,0,63699,98700,162412
11-02-2021,Tamil Nadu,173368,173368,0,68191,105160,173368
12-02-2021,Tamil Nadu,184565,184565,0,72869,111679,184565
13-02-2021,Tamil Nadu,195203,195203,667,78068,117117,195870
14-02-2021,Tamil Nadu,195796,195796,671,78339,117439,196467
15-02-2021,Tamil Nadu,203921,203921,1176,81876,122027,205097
16-02-2021,Tamil Nadu,213823,213823,2141,86510,127295,215964
17-02-2021,Tamil Nadu,224158,224158,3579,91552,132587,227737
18-02-2021,Tamil Nadu,228388,228388,6024,93924,134445,234412
19-02-2021,Tamil Nadu,246203,246203,10185,101610,144574,256388
20-02-2021,Tamil Nadu,255918,255918,13955,106312,149587,269873
21-02-2021,Tamil Nadu,256365,256365,14122,106459,149887,270487
22-02-2021,Tamil Nadu,262213,262213,18634,109222,152972,280847
23-02-2021,Tamil Nadu,268486,268486,23096,112212,156254,291582
24-02-2021,Tamil Nadu,273618,273618,26986,114927,158671,300604
25-02-2021,Tamil Nadu,278432,278432,30463,117487,160925,308895
26-02-2021,Tamil Nadu,284640,284640,35326,120753,163867,319966
27-02-2021,Tamil Nadu,284640,284640,35326,120753,163867,319966
28-02-2021,Tamil Nadu,284640,284640,35326,120753,163867,319966
01-03-2021,Tamil Nadu,284640,284640,35326,120753,163867,319966
02-03-2021,Tamil Nadu,315543,315543,42057,137641,177871,357600
03-03-2021,Tamil Nadu,353429,353429,47077,157561,195834,400506
04-03-2021,Tamil Nadu,404222,404222,51387,182650,221534,455609
05-03-2021,Tamil Nadu,474441,474441,57713,217754,256643,532154
06-03-2021,Tamil Nadu,554443,554443,65172,258536,295856,619615
07-03-2021,Tamil Nadu,579008,579008,67333,270919,308034,646341
08-03-2021,Tamil Nadu,658443,658443,73749,310214,348156,732192
09-03-2021,Tamil Nadu,733464,651487,81977,345989,387396,733464
10-03-2021,Tamil Nadu,820208,729539,90669,388583,431539,820208
11-03-2021,Tamil Nadu,905294,805176,100118,431332,473866,905294
12-03-2021,Tamil Nadu,996547,887006,109541,475299,521143,996547
13-03-2021,Tamil Nadu,1086617,967045,119572,519700,566807,1086617
14-03-2021,Tamil Nadu,1108284,987144,121140,531030,577143,1108284
15-03-2021,Tamil Nadu,1205503,1075960,129543,579341,626045,1205503
16-03-2021,Tamil Nadu,1282816,1282816,141027,620171,662519,1423843
17-03-2021,Tamil Nadu,1429800,1429800,151758,697116,732543,1581558
18-03-2021,Tamil Nadu,1533516,1533516,161823,751309,782055,1695339
19-03-2021,Tamil Nadu,1642080,1642080,172869,807514,834405,1814949
20-03-2021,Tamil Nadu,1757406,1757406,183762,866260,890975,1941168
21-03-2021,Tamil Nadu,1801246,1801246,187310,888940,912132,1988556
22-03-2021,Tamil Nadu,1889774,1889774,195592,935356,954239,2085366
23-03-2021,Tamil Nadu,2011826,2011826,206091,999552,1012083,2217917
24-03-2021,Tamil Nadu,2105533,2105533,211942,1049036,1056302,2317475
25-03-2021,Tamil Nadu,2204055,2204055,218165,1100794,1103055,2422220
26-03-2021,Tamil Nadu,2302650,2302650,225142,1152730,1149696,2527792
27-03-2021,Tamil Nadu,2401267,2401267,230923,1203922,1197107,2632190
28-03-2021,Tamil Nadu,2421436,2421436,231743,1214411,1206786,2653179
29-03-2021,Tamil Nadu,2509568,2509568,238476,1258748,1250570,2748044
30-03-2021,Tamil Nadu,2583284,2583284,246267,1295951,1287074,2829551
31-03-2021,Tamil Nadu,2650411,2650411,255024,1329998,1320150,2905435
01-04-2021,Tamil Nadu,2703180,2703180,262132,1357225,1345688,2965312
02-04-2021,Tamil Nadu,2774534,2774534,272370,1393809,1380453,3046904
03-04-2021,Tamil Nadu,2821427,2821427,280462,1418172,1402974,3101889
04-04-2021,Tamil Nadu,2855222,2855222,286662,1435695,1419242,3141884
05-04-2021,Tamil Nadu,2892174,2892174,294913,1454548,1437337,3187087
06-04-2021,Tamil Nadu,2918808,2918808,300551,1468052,1450465,3219359
07-04-2021,Tamil Nadu,2967647,2967647,312890,1492854,1474497,3280537
08-04-2021,Tamil Nadu,3061151,3061151,339773,1540934,1519910,3400924
09-04-2021,Tamil Nadu,3166812,3166812,365634,1598360,1568125,3532446
10-04-2021,Tamil Nadu,3274164,3274164,391131,1657055,1616775,3665295
11-04-2021,Tamil Nadu,3316055,3316055,398627,1680666,1635052,3714682
12-04-2021,Tamil Nadu,3449290,3449290,430938,1753902,1695027,3880228
13-04-2021,Tamil Nadu,3565954,3565954,453372,1821956,1743614,4019326
14-04-2021,Tamil Nadu,3641043,3641043,469082,1866609,1774045,4110125
15-04-2021,Tamil Nadu,3801731,3801731,514054,1953686,1847635,4315785
16-04-2021,Tamil Nadu,3966587,3966587,562249,2043812,1922344,4528836
17-04-2021,Tamil Nadu,4063643,4063643,605401,2096168,1967033,4669044
18-04-2021,Tamil Nadu,4090953,4090953,619909,2110947,1979559,4710862
19-04-2021,Tamil Nadu,4147072,4147072,666304,2140772,2005846,4813376
20-04-2021,Tamil Nadu,4187565,4187565,704499,2162999,2024108,4892064
21-04-2021,Tamil Nadu,4223251,4223251,742313,2182481,2040308,4965564
22-04-2021,Tamil Nadu,4268889,4268889,806792,2206806,2061619,5075681
23-04-2021,Tamil Nadu,4323326,4323326,882230,2236387,2086468,5205556
24-04-2021,Tamil Nadu,4376661,4376661,951254,2265694,2110488,5327915
25-04-2021,Tamil Nadu,4388384,4388384,962689,2272205,2115700,5351073
26-04-2021,Tamil Nadu,4440291,4440291,1043041,2299858,2139949,5483332
27-04-2021,Tamil Nadu,4495630,4495630,1129102,2329760,2165375,5624732
28-04-2021,Tamil Nadu,4544279,4544279,1196369,2356703,2187074,5740648
29-04-2021,Tamil Nadu,4589747,4589747,1255450,2381715,2207525,5845197
30-04-2021,Tamil Nadu,4635084,4635084,1311972,2407092,2227478,5947056
01-05-2021,Tamil Nadu,4671707,4671707,1359177,2426960,2244224,6030884
02-05-2021,Tamil Nadu,4679335,4679335,1367080,2431001,2247811,6046415
03-05-2021,Tamil Nadu,4716835,4716835,1418409,2450657,2265646,6135244
04-05-2021,Tamil Nadu,4750360,4750360,1460306,2468954,2280866,6210666
05-05-2021,Tamil Nadu,4781479,4781479,1497583,2486010,2294927,6279062
06-05-2021,Tamil Nadu,4823176,4823176,1556012,2508538,2314086,6379188
07-05-2021,Tamil Nadu,4866561,4866561,1612269,2532046,2333957,6478830
08-05-2021,Tamil Nadu,4895451,4895451,1650810,2547862,2347025,6546261
09-05-2021,Tamil Nadu,4906062,4906062,1663852,2553413,2352083,6569914
10-05-2021,Tamil Nadu,4951333,4951333,1725504,2578019,2372741,6676837
11-05-2021,Tamil Nadu,4991388,4991388,1771235,2600786,2390020,6762623
12-05-2021,Tamil Nadu,5037596,5037596,1813810,2627062,2409949,6851406
13-05-2021,Tamil Nadu,5092140,5092140,1859169,2657709,2433839,6951309
14-05-2021,Tamil Nadu,5126070,5126070,1883860,2677175,2448301,7009930
15-05-2021,Tamil Nadu,5162834,5162834,1911232,2698147,2464084,7074066
16-05-2021,Tamil Nadu,5172965,5172965,1915211,2703711,2468649,7088176
17-05-2021,Tamil Nadu,5216811,5216811,1928889,2728966,2487231,7145700
18-05-2021,Tamil Nadu,5255610,5255610,1938953,2751567,2503426,7194563
19-05-2021,Tamil Nadu,5292027,5292027,1946959,2772935,2518471,7238986
20-05-2021,Tamil Nadu,5328713,5328713,1952672,2794590,2533484,7281385
21-05-2021,Tamil Nadu,5366882,5366882,1957688,2817378,2548862,7324570
22-05-2021,Tamil Nadu,5414503,5414503,1961862,2844758,2569100,7376365
23-05-2021,Tamil Nadu,5428452,5428452,1963098,2852648,2575158,7391550
24-05-2021,Tamil Nadu,5507417,5507417,1967029,2901025,2605735,7474446
25-05-2021,Tamil Nadu,5690306,5690306,1971235,3017105,2672515,7661541
26-05-2021,Tamil Nadu,5937633,5937633,1974348,3174901,2762018,7911981
27-05-2021,Tamil Nadu,6228593,6228593,1978980,3357045,2870799,8207573
28-05-2021,Tamil Nadu,6520208,6520208,1995452,3538193,2981235,8515660
29-05-2021,Tamil Nadu,6781739,6781739,2013032,3696597,3084329,8794771
30-05-2021,Tamil Nadu,6875084,6875084,2018914,3752036,3122221,8893998
31-05-2021,Tamil Nadu,7063107,7063107,2032747,3865164,3197073,9095854
01-06-2021,Tamil Nadu,7190142,7190142,2049862,3940737,3248526,9240004
02-06-2021,Tamil Nadu,7286844,7286844,2062327,3998233,3287723,9349171
03-06-2021,Tamil Nadu,7545710,7545710,2074931,4147270,3397503,9620641
04-06-2021,Tamil Nadu,7790199,7790199,2086021,4289450,3499701,9876220
05-06-2021,Tamil Nadu,7924700,7924700,2094173,4367398,3556238,10018873
06-06-2021,Tamil Nadu,7972482,7972482,2097011,4394275,3577141,10069493
07-06-2021,Tamil Nadu,8031685,8031685,2104046,4428871,3601738,10135731
16-01-2021,Telangana,317,317,0,171,146,317
17-01-2021,Telangana,437,437,0,215,222,437
18-01-2021,Telangana,2463,2463,0,1133,1329,2463
19-01-2021,Telangana,11169,11169,0,4640,6528,11169
20-01-2021,Telangana,11291,11291,0,4650,6640,11291
21-01-2021,Telangana,17837,17837,0,5704,12132,17837
22-01-2021,Telangana,24830,24830,0,7158,17671,24830
23-01-2021,Telangana,26183,26183,0,7835,18347,26183
24-01-2021,Telangana,27829,27829,0,8282,19546,27829
25-01-2021,Telangana,50646,50646,0,19905,30738,50646
26-01-2021,Telangana,51194,51194,0,20071,31120,51194
27-01-2021,Telangana,58306,58306,0,21510,36793,58306
28-01-2021,Telangana,78713,78713,0,32727,45978,78713
29-01-2021,Telangana,92418,92418,0,39999,52409,92418
30-01-2021,Telangana,95000,95000,0,41360,53630,95000
31-01-2021,Telangana,95057,95057,0,41379,53668,95057
01-02-2021,Telangana,95234,95234,0,41476,53748,95234
02-02-2021,Telangana,96413,96413,0,42133,54270,96413
03-02-2021,Telangana,103183,103183,0,45517,57656,103183
04-02-2021,Telangana,114647,114647,0,51375,63262,114647
05-02-2021,Telangana,121588,121588,0,54860,66718,121588
06-02-2021,Telangana,135977,135977,0,67955,68012,135977
07-02-2021,Telangana,136225,136225,0,68153,68062,136225
08-02-2021,Telangana,156285,156285,0,86119,70156,156285
09-02-2021,Telangana,171308,171308,0,99775,71523,171308
10-02-2021,Telangana,186195,186195,0,113058,73127,186195
11-02-2021,Telangana,198677,198677,0,123802,74863,198677
12-02-2021,Telangana,206864,206864,0,130195,76657,206864
13-02-2021,Telangana,209790,209790,1929,131372,78406,211719
14-02-2021,Telangana,210201,210201,2337,131521,78668,212538
15-02-2021,Telangana,219843,219843,11479,133640,86191,231322
16-02-2021,Telangana,250141,250141,40856,137842,112287,290997
17-02-2021,Telangana,250649,250649,41264,137965,112672,291913
18-02-2021,Telangana,260486,260486,64934,137878,122596,325420
19-02-2021,Telangana,276506,276506,78781,141212,135280,355287
20-02-2021,Telangana,277517,277517,79662,141746,135757,357179
21-02-2021,Telangana,277539,277539,79928,141751,135774,357467
22-02-2021,Telangana,278786,278786,97476,142397,136375,376262
23-02-2021,Telangana,279390,279390,98321,142863,136513,377711
24-02-2021,Telangana,281009,281009,98354,144101,136894,379363
25-02-2021,Telangana,283924,283924,116470,145782,138128,400394
26-02-2021,Telangana,291425,291425,127664,150405,141004,419089
27-02-2021,Telangana,291425,291425,127664,150405,141004,419089
28-02-2021,Telangana,291425,291425,127664,150405,141004,419089
01-03-2021,Telangana,291425,291425,127664,150405,141004,419089
02-03-2021,Telangana,297234,297234,129321,153542,143676,426555
03-03-2021,Telangana,306322,306322,132292,158617,147688,438614
04-03-2021,Telangana,322444,322444,140364,167296,155131,462808
05-03-2021,Telangana,341073,341073,147131,177334,163716,488204
06-03-2021,Telangana,362082,362082,158716,189920,172138,520798
07-03-2021,Telangana,363597,363597,158772,190665,172908,522369
08-03-2021,Telangana,389985,389985,171242,205948,184006,561227
09-03-2021,Telangana,424673,241595,183078,232185,192458,424673
10-03-2021,Telangana,447836,256024,191812,247868,199936,447836
11-03-2021,Telangana,451366,259321,192045,249760,201572,451366
12-03-2021,Telangana,480210,275371,204839,269826,210346,480210
13-03-2021,Telangana,496264,288451,207813,278991,217234,496264
14-03-2021,Telangana,498020,290186,207834,279802,218178,498020
15-03-2021,Telangana,528117,315832,212285,296894,231181,528117
16-03-2021,Telangana,507868,507868,214705,272223,235602,722573
17-03-2021,Telangana,630011,630011,215891,336026,293923,845902
18-03-2021,Telangana,661459,661459,217122,352520,308874,878581
19-03-2021,Telangana,688667,688667,218260,367119,321481,906927
20-03-2021,Telangana,720396,720396,219545,383390,336934,939941
21-03-2021,Telangana,724262,724262,219657,385366,338822,943919
22-03-2021,Telangana,758722,758722,221001,403367,355273,979723
23-03-2021,Telangana,793939,793939,222940,422067,371783,1016879
24-03-2021,Telangana,828174,828174,223757,440210,387870,1051931
25-03-2021,Telangana,867030,867030,226166,460950,405981,1093196
26-03-2021,Telangana,905529,905529,229300,481284,424144,1134829
27-03-2021,Telangana,940796,940796,230270,499785,440903,1171066
28-03-2021,Telangana,942868,942868,230297,500837,441923,1173165
29-03-2021,Telangana,955419,955419,230582,507289,448022,1186001
30-03-2021,Telangana,997601,997601,233405,529413,468076,1231006
31-03-2021,Telangana,1030664,1030664,236573,546656,483891,1267237
01-04-2021,Telangana,1077830,1077830,240094,571707,505993,1317924
02-04-2021,Telangana,1140121,1140121,244744,604985,534994,1384865
03-04-2021,Telangana,1185843,1185843,248936,628999,556695,1434779
04-04-2021,Telangana,1227030,1227030,251833,650825,576047,1478863
05-04-2021,Telangana,1278480,1278480,256353,677183,601131,1534833
06-04-2021,Telangana,1313584,1313584,260027,694979,618428,1573611
07-04-2021,Telangana,1405944,1405944,270076,743023,662719,1676020
08-04-2021,Telangana,1504570,1504570,278547,793811,710538,1783117
09-04-2021,Telangana,1611380,1611380,286802,849966,761168,1898182
10-04-2021,Telangana,1763427,1763427,296498,936035,827126,2059925
11-04-2021,Telangana,1861282,1861282,299904,989927,871070,2161186
12-04-2021,Telangana,1982573,1982573,309467,1059265,923010,2292040
13-04-2021,Telangana,2006982,2006982,311169,1073604,933078,2318151
14-04-2021,Telangana,2129490,2129490,323121,1132706,996466,2452611
15-04-2021,Telangana,2283343,2283343,338492,1206760,1076217,2621835
16-04-2021,Telangana,2447626,2447626,354437,1287765,1159471,2802063
17-04-2021,Telangana,2584964,2584964,367281,1356334,1228196,2952245
18-04-2021,Telangana,2591096,2591096,369106,1359441,1231219,2960202
19-04-2021,Telangana,2742005,2742005,390535,1430494,1311035,3132540
20-04-2021,Telangana,2861258,2861258,410841,1489601,1371160,3272099
21-04-2021,Telangana,2965467,2965467,429176,1542539,1422408,3394643
22-04-2021,Telangana,3148315,3148315,456271,1628321,1519396,3604586
23-04-2021,Telangana,3332501,3332501,479360,1716318,1615538,3811861
24-04-2021,Telangana,3500047,3500047,503781,1797477,1701884,4003828
25-04-2021,Telangana,3559142,3559142,512327,1826899,1731547,4071469
26-04-2021,Telangana,3744656,3744656,542319,1914027,1829888,4286975
27-04-2021,Telangana,3837190,3837190,562813,1960354,1876080,4400003
28-04-2021,Telangana,3955399,3955399,586665,2017093,1937531,4542064
29-04-2021,Telangana,4010610,4010610,602170,2043985,1965840,4612780
30-04-2021,Telangana,4151762,4151762,628422,2113252,2037704,4780184
01-05-2021,Telangana,4157933,4157933,629611,2116446,2040680,4787544
02-05-2021,Telangana,4158090,4158090,629721,2116527,2040756,4787811
03-05-2021,Telangana,4178677,4178677,637243,2126844,2051023,4815920
04-05-2021,Telangana,4227755,4227755,653758,2151299,2075608,4881513
05-05-2021,Telangana,4275187,4275187,685400,2174836,2099486,4960587
06-05-2021,Telangana,4325903,4325903,716162,2199976,2125049,5042065
07-05-2021,Telangana,4376415,4376415,746157,2225004,2150520,5122572
08-05-2021,Telangana,4388638,4388638,814322,2231492,2156251,5202960
09-05-2021,Telangana,4389592,4389592,815634,2232019,2156678,5205226
10-05-2021,Telangana,4406542,4406542,907358,2240697,2164944,5313900
11-05-2021,Telangana,4422419,4422419,984094,2248963,2172550,5406513
12-05-2021,Telangana,4432324,4432324,1008459,2254044,2177374,5440783
13-05-2021,Telangana,4442464,4442464,1037348,2259285,2182272,5479812
14-05-2021,Telangana,4450029,4450029,1063524,2263127,2185992,5513553
15-05-2021,Telangana,4450028,4450028,1063710,2263096,2186019,5513738
16-05-2021,Telangana,4450013,4450013,1063710,2263086,2186014,5513723
17-05-2021,Telangana,4450594,4450594,1063918,2263410,2186272,5514512
18-05-2021,Telangana,4451311,4451311,1065279,2263801,2186598,5516590
19-05-2021,Telangana,4451824,4451824,1067949,2264072,2186840,5519773
20-05-2021,Telangana,4452572,4452572,1070595,2264422,2187238,5523167
21-05-2021,Telangana,4453033,4453033,1070947,2264641,2187480,5523980
22-05-2021,Telangana,4453425,4453425,1073381,2264831,2187682,5526806
23-05-2021,Telangana,4453837,4453837,1073696,2265006,2187919,5527533
24-05-2021,Telangana,4454485,4454485,1075892,2265327,2188246,5530377
25-05-2021,Telangana,4462811,4462811,1126989,2269666,2192232,5589800
26-05-2021,Telangana,4477983,4477983,1175889,2277806,2199262,5653872
27-05-2021,Telangana,4495506,4495506,1208652,2287346,2207239,5704158
28-05-2021,Telangana,4577957,4577957,1229385,2343858,2233168,5807342
29-05-2021,Telangana,4672773,4672773,1245319,2405975,2265849,5918092
30-05-2021,Telangana,4737360,4737360,1248100,2446245,2290157,5985460
31-05-2021,Telangana,4802730,4802730,1262079,2484686,2317078,6064809
01-06-2021,Telangana,4878994,4878994,1272366,2528777,2349243,6151360
02-06-2021,Telangana,4947737,4947737,1279186,2567857,2378898,6226923
03-06-2021,Telangana,5033655,5033655,1287119,2619353,2413303,6320774
04-06-2021,Telangana,5133125,5133125,1295262,2677981,2454098,6428387
05-06-2021,Telangana,5274798,5274798,1302258,2760510,2513227,6577056
06-06-2021,Telangana,5391957,5391957,1303631,2824463,2566418,6695588
07-06-2021,Telangana,5554284,5554284,1311182,2917140,2636054,6865466
16-01-2021,Tripura,107,107,0,48,59,107
17-01-2021,Tripura,107,107,0,48,59,107
18-01-2021,Tripura,230,230,0,71,159,230
19-01-2021,Tripura,681,681,0,214,467,681
20-01-2021,Tripura,687,687,0,214,473,687
21-01-2021,Tripura,1812,1812,0,383,1429,1812
22-01-2021,Tripura,3321,3321,0,679,2642,3321
23-01-2021,Tripura,3349,3349,0,693,2656,3349
24-01-2021,Tripura,3774,3774,0,792,2982,3774
25-01-2021,Tripura,9693,9693,0,1637,8056,9693
26-01-2021,Tripura,9946,9946,0,1687,8259,9946
27-01-2021,Tripura,12366,12366,0,2072,10294,12366
28-01-2021,Tripura,16668,16668,0,2823,13845,16668
29-01-2021,Tripura,19513,19513,0,3526,15987,19513
30-01-2021,Tripura,21342,21342,0,3993,17349,21342
31-01-2021,Tripura,21367,21367,0,4003,17364,21367
01-02-2021,Tripura,22996,22996,0,4521,18475,22996
02-02-2021,Tripura,24202,24202,0,4917,19285,24202
03-02-2021,Tripura,24413,24413,0,4944,19469,24413
04-02-2021,Tripura,27081,27081,0,5487,21594,27081
05-02-2021,Tripura,29402,29402,0,6514,22888,29402
06-02-2021,Tripura,32235,32235,0,8373,23862,32235
07-02-2021,Tripura,32289,32289,0,8383,23906,32289
08-02-2021,Tripura,37310,37310,0,12657,24653,37310
09-02-2021,Tripura,42999,42999,0,17248,25751,42999
10-02-2021,Tripura,45158,45158,0,19116,26042,45158
11-02-2021,Tripura,51453,51453,0,24686,26767,51453
12-02-2021,Tripura,57389,57389,0,30024,27365,57389
13-02-2021,Tripura,61510,61510,334,33729,27781,61844
14-02-2021,Tripura,61525,61525,334,33744,27781,61859
15-02-2021,Tripura,66987,66987,1510,38008,28979,68497
16-02-2021,Tripura,67171,67171,1510,38187,28984,68681
17-02-2021,Tripura,69698,69698,2376,39962,29736,72074
18-02-2021,Tripura,72899,72899,6761,43387,29512,79660
19-02-2021,Tripura,79570,79570,10994,46183,33387,90564
20-02-2021,Tripura,80875,80875,11414,47333,33542,92289
21-02-2021,Tripura,80877,80877,11414,47333,33544,92291
22-02-2021,Tripura,82561,82561,14696,48955,33606,97257
23-02-2021,Tripura,84098,84098,15986,50374,33724,100084
24-02-2021,Tripura,84636,84636,16040,50877,33759,100676
25-02-2021,Tripura,86553,86553,18915,52591,33962,105468
26-02-2021,Tripura,88089,88089,21002,54024,34065,109091
27-02-2021,Tripura,88089,88089,21002,54024,34065,109091
28-02-2021,Tripura,88089,88089,21002,54024,34065,109091
01-03-2021,Tripura,88089,88089,21002,54024,34065,109091
02-03-2021,Tripura,92853,92853,23582,56823,36028,116435
03-03-2021,Tripura,94340,94340,24774,57686,36652,119114
04-03-2021,Tripura,99422,99422,26322,60657,38763,125744
05-03-2021,Tripura,104553,104553,28254,63465,41086,132807
06-03-2021,Tripura,106718,106718,28934,64644,42072,135652
07-03-2021,Tripura,106720,106720,28937,64644,42074,135657
08-03-2021,Tripura,113725,113725,32682,68770,44952,146407
09-03-2021,Tripura,124161,87282,36879,76096,48060,124161
10-03-2021,Tripura,125961,88029,37932,77395,48561,125961
11-03-2021,Tripura,127690,88696,38994,78787,48898,127690
12-03-2021,Tripura,139399,94396,45003,87131,52262,139399
13-03-2021,Tripura,143379,96147,47232,90059,53314,143379
14-03-2021,Tripura,143677,96435,47242,90200,53471,143677
15-03-2021,Tripura,162711,108793,53918,102490,60214,162711
16-03-2021,Tripura,162040,162040,57287,97394,64636,219327
17-03-2021,Tripura,170793,170793,58141,101864,68918,228934
18-03-2021,Tripura,194882,194882,61334,114419,80450,256216
19-03-2021,Tripura,223573,223573,64138,128876,94683,287711
20-03-2021,Tripura,247875,247875,65513,140901,106959,313388
21-03-2021,Tripura,257944,257944,65642,145764,112160,323586
22-03-2021,Tripura,287869,287869,67687,160932,126910,355556
23-03-2021,Tripura,337930,337930,69642,185645,152255,407572
24-03-2021,Tripura,396634,396634,70748,214495,182103,467382
25-03-2021,Tripura,459726,459726,71995,245575,214104,531721
26-03-2021,Tripura,526236,526236,72992,278872,247306,599228
27-03-2021,Tripura,551306,551306,73342,291193,260052,624648
28-03-2021,Tripura,559037,559037,73402,295141,263835,632439
29-03-2021,Tripura,560561,560561,73405,295934,264566,633966
30-03-2021,Tripura,585980,585980,74754,308205,277709,660734
31-03-2021,Tripura,597956,597956,75656,313908,283978,673612
01-04-2021,Tripura,613140,613140,76819,321256,291811,689959
